domain,task_name,task_id,instance,dimension,budget_multiplier,budget,paired_seed,seed,algorithm
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,1,50390809,L_SHADE_1_0_1
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,1,50390809,jSO
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,1,50390809,L_SRTDE
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,1,50390809,MS_LBFGSB
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,2,50390810,BasinGraph
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,2,50390810,CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,2,50390810,BIPOP_CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,2,50390810,L_SHADE_1_0_1
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,2,50390810,jSO
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,2,50390810,L_SRTDE
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,2,50390810,MS_LBFGSB
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,3,50390811,BasinGraph
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,3,50390811,CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,3,50390811,BIPOP_CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,3,50390811,L_SHADE_1_0_1
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,3,50390811,jSO
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,3,50390811,L_SRTDE
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,3,50390811,MS_LBFGSB
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,4,50390812,BasinGraph
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,4,50390812,CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,4,50390812,BIPOP_CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,4,50390812,L_SHADE_1_0_1
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,4,50390812,jSO
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,4,50390812,L_SRTDE
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,4,50390812,MS_LBFGSB
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,5,50390813,BasinGraph
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,5,50390813,CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,5,50390813,BIPOP_CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,5,50390813,L_SHADE_1_0_1
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,5,50390813,jSO
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,5,50390813,L_SRTDE
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,5,50390813,MS_LBFGSB
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,6,50390814,BasinGraph
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,6,50390814,CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,6,50390814,BIPOP_CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,6,50390814,L_SHADE_1_0_1
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,6,50390814,jSO
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,6,50390814,L_SRTDE
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,6,50390814,MS_LBFGSB
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,7,50390815,BasinGraph
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,7,50390815,CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,7,50390815,BIPOP_CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,7,50390815,L_SHADE_1_0_1
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,7,50390815,jSO
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,7,50390815,L_SRTDE
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,7,50390815,MS_LBFGSB
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,8,50390816,BasinGraph
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,8,50390816,CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,8,50390816,BIPOP_CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,8,50390816,L_SHADE_1_0_1
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,8,50390816,jSO
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,8,50390816,L_SRTDE
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,8,50390816,MS_LBFGSB
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,9,50390817,BasinGraph
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,9,50390817,CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,9,50390817,BIPOP_CMA_ES
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,9,50390817,L_SHADE_1_0_1
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,9,50390817,jSO
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,9,50390817,L_SRTDE
c1,phase_retrieval,phase_retrieval_i13_d32,13,32,200,6400,9,50390817,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,0,60370808,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,0,60370808,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,0,60370808,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,0,60370808,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,0,60370808,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,0,60370808,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,0,60370808,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,1,60370809,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,1,60370809,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,1,60370809,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,1,60370809,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,1,60370809,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,1,60370809,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,1,60370809,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,2,60370810,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,2,60370810,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,2,60370810,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,2,60370810,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,2,60370810,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,2,60370810,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,2,60370810,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,3,60370811,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,3,60370811,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,3,60370811,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,3,60370811,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,3,60370811,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,3,60370811,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,3,60370811,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,4,60370812,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,4,60370812,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,4,60370812,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,4,60370812,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,4,60370812,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,4,60370812,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,4,60370812,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,5,60370813,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,5,60370813,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,5,60370813,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,5,60370813,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,5,60370813,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,5,60370813,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,5,60370813,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,6,60370814,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,6,60370814,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,6,60370814,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,6,60370814,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,6,60370814,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,6,60370814,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,6,60370814,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,7,60370815,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,7,60370815,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,7,60370815,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,7,60370815,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,7,60370815,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,7,60370815,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,7,60370815,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,8,60370816,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,8,60370816,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,8,60370816,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,8,60370816,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,8,60370816,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,8,60370816,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,8,60370816,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,9,60370817,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,9,60370817,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,9,60370817,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,9,60370817,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,9,60370817,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,9,60370817,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i11_d16,11,16,200,3200,9,60370817,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,0,60380808,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,0,60380808,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,0,60380808,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,0,60380808,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,0,60380808,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,0,60380808,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,0,60380808,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,1,60380809,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,1,60380809,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,1,60380809,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,1,60380809,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,1,60380809,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,1,60380809,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,1,60380809,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,2,60380810,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,2,60380810,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,2,60380810,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,2,60380810,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,2,60380810,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,2,60380810,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,2,60380810,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,3,60380811,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,3,60380811,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,3,60380811,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,3,60380811,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,3,60380811,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,3,60380811,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,3,60380811,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,4,60380812,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,4,60380812,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,4,60380812,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,4,60380812,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,4,60380812,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,4,60380812,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,4,60380812,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,5,60380813,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,5,60380813,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,5,60380813,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,5,60380813,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,5,60380813,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,5,60380813,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,5,60380813,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,6,60380814,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,6,60380814,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,6,60380814,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,6,60380814,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,6,60380814,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,6,60380814,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,6,60380814,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,7,60380815,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,7,60380815,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,7,60380815,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,7,60380815,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,7,60380815,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,7,60380815,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,7,60380815,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,8,60380816,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,8,60380816,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,8,60380816,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,8,60380816,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,8,60380816,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,8,60380816,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,8,60380816,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,9,60380817,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,9,60380817,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,9,60380817,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,9,60380817,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,9,60380817,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,9,60380817,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i12_d24,12,24,200,4800,9,60380817,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,0,60390808,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,0,60390808,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,0,60390808,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,0,60390808,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,0,60390808,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,0,60390808,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,0,60390808,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,1,60390809,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,1,60390809,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,1,60390809,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,1,60390809,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,1,60390809,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,1,60390809,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,1,60390809,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,2,60390810,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,2,60390810,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,2,60390810,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,2,60390810,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,2,60390810,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,2,60390810,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,2,60390810,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,3,60390811,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,3,60390811,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,3,60390811,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,3,60390811,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,3,60390811,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,3,60390811,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,3,60390811,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,4,60390812,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,4,60390812,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,4,60390812,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,4,60390812,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,4,60390812,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,4,60390812,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,4,60390812,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,5,60390813,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,5,60390813,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,5,60390813,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,5,60390813,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,5,60390813,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,5,60390813,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,5,60390813,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,6,60390814,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,6,60390814,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,6,60390814,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,6,60390814,L_SHADE_1_0_1
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,6,60390814,jSO
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,6,60390814,L_SRTDE
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,6,60390814,MS_LBFGSB
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,7,60390815,BasinGraph
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,7,60390815,CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,7,60390815,BIPOP_CMA_ES
c1,noisy_phase_retrieval,noisy_phase_retrieval_i13_d32,13,32,200,6400,7,60390815,L_SHADE_1_0_1
