algorithm,function_index,dimension,instance_index,budget,seed
CMA_ES,22,5,28,5000,22465836
CMA_ES,22,5,29,5000,22465837
CMA_ES,22,5,30,5000,22465838
CMA_ES,23,5,21,5000,22565829
CMA_ES,23,5,22,5000,22565830
CMA_ES,23,5,23,5000,22565831
CMA_ES,23,5,24,5000,22565832
CMA_ES,23,5,25,5000,22565833
CMA_ES,23,5,26,5000,22565834
CMA_ES,23,5,27,5000,22565835
CMA_ES,23,5,28,5000,22565836
CMA_ES,23,5,29,5000,22565837
CMA_ES,23,5,30,5000,22565838
CMA_ES,24,5,21,5000,22665829
CMA_ES,24,5,22,5000,22665830
CMA_ES,24,5,23,5000,22665831
CMA_ES,24,5,24,5000,22665832
CMA_ES,24,5,25,5000,22665833
CMA_ES,24,5,26,5000,22665834
CMA_ES,24,5,27,5000,22665835
CMA_ES,24,5,28,5000,22665836
CMA_ES,24,5,29,5000,22665837
CMA_ES,24,5,30,5000,22665838
CMA_ES,1,20,21,20000,20380829
CMA_ES,1,20,22,20000,20380830
CMA_ES,1,20,23,20000,20380831
CMA_ES,1,20,24,20000,20380832
CMA_ES,1,20,25,20000,20380833
CMA_ES,1,20,26,20000,20380834
CMA_ES,1,20,27,20000,20380835
CMA_ES,1,20,28,20000,20380836
CMA_ES,1,20,29,20000,20380837
CMA_ES,1,20,30,20000,20380838
CMA_ES,2,20,21,20000,20480829
CMA_ES,2,20,22,20000,20480830
CMA_ES,2,20,23,20000,20480831
CMA_ES,2,20,24,20000,20480832
CMA_ES,2,20,25,20000,20480833
CMA_ES,2,20,26,20000,20480834
CMA_ES,2,20,27,20000,20480835
CMA_ES,2,20,28,20000,20480836
CMA_ES,2,20,29,20000,20480837
CMA_ES,2,20,30,20000,20480838
CMA_ES,3,20,21,20000,20580829
CMA_ES,3,20,22,20000,20580830
CMA_ES,3,20,23,20000,20580831
CMA_ES,3,20,24,20000,20580832
CMA_ES,3,20,25,20000,20580833
CMA_ES,3,20,26,20000,20580834
CMA_ES,3,20,27,20000,20580835
CMA_ES,3,20,28,20000,20580836
CMA_ES,3,20,29,20000,20580837
CMA_ES,3,20,30,20000,20580838
CMA_ES,4,20,21,20000,20680829
CMA_ES,4,20,22,20000,20680830
CMA_ES,4,20,23,20000,20680831
CMA_ES,4,20,24,20000,20680832
CMA_ES,4,20,25,20000,20680833
CMA_ES,4,20,26,20000,20680834
CMA_ES,4,20,27,20000,20680835
CMA_ES,4,20,28,20000,20680836
CMA_ES,4,20,29,20000,20680837
CMA_ES,4,20,30,20000,20680838
CMA_ES,5,20,21,20000,20780829
CMA_ES,5,20,22,20000,20780830
CMA_ES,5,20,23,20000,20780831
CMA_ES,5,20,24,20000,20780832
CMA_ES,5,20,25,20000,20780833
CMA_ES,5,20,26,20000,20780834
CMA_ES,5,20,27,20000,20780835
CMA_ES,5,20,28,20000,20780836
CMA_ES,5,20,29,20000,20780837
CMA_ES,5,20,30,20000,20780838
CMA_ES,6,20,21,20000,20880829
CMA_ES,6,20,22,20000,20880830
CMA_ES,6,20,23,20000,20880831
CMA_ES,6,20,24,20000,20880832
CMA_ES,6,20,25,20000,20880833
CMA_ES,6,20,26,20000,20880834
CMA_ES,6,20,27,20000,20880835
CMA_ES,6,20,28,20000,20880836
CMA_ES,6,20,29,20000,20880837
CMA_ES,6,20,30,20000,20880838
CMA_ES,7,20,21,20000,20980829
CMA_ES,7,20,22,20000,20980830
CMA_ES,7,20,23,20000,20980831
CMA_ES,7,20,24,20000,20980832
CMA_ES,7,20,25,20000,20980833
CMA_ES,7,20,26,20000,20980834
CMA_ES,7,20,27,20000,20980835
CMA_ES,7,20,28,20000,20980836
CMA_ES,7,20,29,20000,20980837
CMA_ES,7,20,30,20000,20980838
CMA_ES,8,20,21,20000,21080829
CMA_ES,8,20,22,20000,21080830
CMA_ES,8,20,23,20000,21080831
CMA_ES,8,20,24,20000,21080832
CMA_ES,8,20,25,20000,21080833
CMA_ES,8,20,26,20000,21080834
CMA_ES,8,20,27,20000,21080835
CMA_ES,8,20,28,20000,21080836
CMA_ES,8,20,29,20000,21080837
CMA_ES,8,20,30,20000,21080838
CMA_ES,9,20,21,20000,21180829
CMA_ES,9,20,22,20000,21180830
CMA_ES,9,20,23,20000,21180831
CMA_ES,9,20,24,20000,21180832
CMA_ES,9,20,25,20000,21180833
CMA_ES,9,20,26,20000,21180834
CMA_ES,9,20,27,20000,21180835
CMA_ES,9,20,28,20000,21180836
CMA_ES,9,20,29,20000,21180837
CMA_ES,9,20,30,20000,21180838
CMA_ES,10,20,21,20000,21280829
CMA_ES,10,20,22,20000,21280830
CMA_ES,10,20,23,20000,21280831
CMA_ES,10,20,24,20000,21280832
CMA_ES,10,20,25,20000,21280833
CMA_ES,10,20,26,20000,21280834
CMA_ES,10,20,27,20000,21280835
CMA_ES,10,20,28,20000,21280836
CMA_ES,10,20,29,20000,21280837
CMA_ES,10,20,30,20000,21280838
CMA_ES,11,20,21,20000,21380829
CMA_ES,11,20,22,20000,21380830
CMA_ES,11,20,23,20000,21380831
CMA_ES,11,20,24,20000,21380832
CMA_ES,11,20,25,20000,21380833
CMA_ES,11,20,26,20000,21380834
CMA_ES,11,20,27,20000,21380835
CMA_ES,11,20,28,20000,21380836
CMA_ES,11,20,29,20000,21380837
CMA_ES,11,20,30,20000,21380838
CMA_ES,12,20,21,20000,21480829
CMA_ES,12,20,22,20000,21480830
CMA_ES,12,20,23,20000,21480831
CMA_ES,12,20,24,20000,21480832
CMA_ES,12,20,25,20000,21480833
CMA_ES,12,20,26,20000,21480834
CMA_ES,12,20,27,20000,21480835
CMA_ES,12,20,28,20000,21480836
CMA_ES,12,20,29,20000,21480837
CMA_ES,12,20,30,20000,21480838
CMA_ES,13,20,21,20000,21580829
CMA_ES,13,20,22,20000,21580830
CMA_ES,13,20,23,20000,21580831
CMA_ES,13,20,24,20000,21580832
CMA_ES,13,20,25,20000,21580833
CMA_ES,13,20,26,20000,21580834
CMA_ES,13,20,27,20000,21580835
CMA_ES,13,20,28,20000,21580836
CMA_ES,13,20,29,20000,21580837
CMA_ES,13,20,30,20000,21580838
CMA_ES,14,20,21,20000,21680829
CMA_ES,14,20,22,20000,21680830
CMA_ES,14,20,23,20000,21680831
CMA_ES,14,20,24,20000,21680832
CMA_ES,14,20,25,20000,21680833
CMA_ES,14,20,26,20000,21680834
CMA_ES,14,20,27,20000,21680835
CMA_ES,14,20,28,20000,21680836
CMA_ES,14,20,29,20000,21680837
CMA_ES,14,20,30,20000,21680838
CMA_ES,15,20,21,20000,21780829
CMA_ES,15,20,22,20000,21780830
CMA_ES,15,20,23,20000,21780831
CMA_ES,15,20,24,20000,21780832
CMA_ES,15,20,25,20000,21780833
CMA_ES,15,20,26,20000,21780834
CMA_ES,15,20,27,20000,21780835
CMA_ES,15,20,28,20000,21780836
CMA_ES,15,20,29,20000,21780837
CMA_ES,15,20,30,20000,21780838
CMA_ES,16,20,21,20000,21880829
CMA_ES,16,20,22,20000,21880830
CMA_ES,16,20,23,20000,21880831
CMA_ES,16,20,24,20000,21880832
CMA_ES,16,20,25,20000,21880833
CMA_ES,16,20,26,20000,21880834
CMA_ES,16,20,27,20000,21880835
CMA_ES,16,20,28,20000,21880836
CMA_ES,16,20,29,20000,21880837
CMA_ES,16,20,30,20000,21880838
CMA_ES,17,20,21,20000,21980829
CMA_ES,17,20,22,20000,21980830
CMA_ES,17,20,23,20000,21980831
CMA_ES,17,20,24,20000,21980832
CMA_ES,17,20,25,20000,21980833
CMA_ES,17,20,26,20000,21980834
CMA_ES,17,20,27,20000,21980835
CMA_ES,17,20,28,20000,21980836
CMA_ES,17,20,29,20000,21980837
CMA_ES,17,20,30,20000,21980838
CMA_ES,18,20,21,20000,22080829
CMA_ES,18,20,22,20000,22080830
CMA_ES,18,20,23,20000,22080831
CMA_ES,18,20,24,20000,22080832
CMA_ES,18,20,25,20000,22080833
CMA_ES,18,20,26,20000,22080834
CMA_ES,18,20,27,20000,22080835
CMA_ES,18,20,28,20000,22080836
CMA_ES,18,20,29,20000,22080837
CMA_ES,18,20,30,20000,22080838
CMA_ES,19,20,21,20000,22180829
CMA_ES,19,20,22,20000,22180830
CMA_ES,19,20,23,20000,22180831
CMA_ES,19,20,24,20000,22180832
CMA_ES,19,20,25,20000,22180833
CMA_ES,19,20,26,20000,22180834
CMA_ES,19,20,27,20000,22180835
CMA_ES,19,20,28,20000,22180836
CMA_ES,19,20,29,20000,22180837
CMA_ES,19,20,30,20000,22180838
CMA_ES,20,20,21,20000,22280829
CMA_ES,20,20,22,20000,22280830
CMA_ES,20,20,23,20000,22280831
CMA_ES,20,20,24,20000,22280832
CMA_ES,20,20,25,20000,22280833
CMA_ES,20,20,26,20000,22280834
CMA_ES,20,20,27,20000,22280835
CMA_ES,20,20,28,20000,22280836
CMA_ES,20,20,29,20000,22280837
CMA_ES,20,20,30,20000,22280838
CMA_ES,21,20,21,20000,22380829
CMA_ES,21,20,22,20000,22380830
CMA_ES,21,20,23,20000,22380831
CMA_ES,21,20,24,20000,22380832
CMA_ES,21,20,25,20000,22380833
CMA_ES,21,20,26,20000,22380834
CMA_ES,21,20,27,20000,22380835
CMA_ES,21,20,28,20000,22380836
CMA_ES,21,20,29,20000,22380837
CMA_ES,21,20,30,20000,22380838
CMA_ES,22,20,21,20000,22480829
CMA_ES,22,20,22,20000,22480830
CMA_ES,22,20,23,20000,22480831
CMA_ES,22,20,24,20000,22480832
CMA_ES,22,20,25,20000,22480833
CMA_ES,22,20,26,20000,22480834
CMA_ES,22,20,27,20000,22480835
CMA_ES,22,20,28,20000,22480836
CMA_ES,22,20,29,20000,22480837
CMA_ES,22,20,30,20000,22480838
CMA_ES,23,20,21,20000,22580829
CMA_ES,23,20,22,20000,22580830
CMA_ES,23,20,23,20000,22580831
CMA_ES,23,20,24,20000,22580832
CMA_ES,23,20,25,20000,22580833
CMA_ES,23,20,26,20000,22580834
CMA_ES,23,20,27,20000,22580835
CMA_ES,23,20,28,20000,22580836
CMA_ES,23,20,29,20000,22580837
CMA_ES,23,20,30,20000,22580838
CMA_ES,24,20,21,20000,22680829
CMA_ES,24,20,22,20000,22680830
CMA_ES,24,20,23,20000,22680831
CMA_ES,24,20,24,20000,22680832
CMA_ES,24,20,25,20000,22680833
CMA_ES,24,20,26,20000,22680834
CMA_ES,24,20,27,20000,22680835
CMA_ES,24,20,28,20000,22680836
CMA_ES,24,20,29,20000,22680837
CMA_ES,24,20,30,20000,22680838
BIPOP_CMA_ES,1,5,21,5000,20365829
BIPOP_CMA_ES,1,5,22,5000,20365830
BIPOP_CMA_ES,1,5,23,5000,20365831
BIPOP_CMA_ES,1,5,24,5000,20365832
BIPOP_CMA_ES,1,5,25,5000,20365833
BIPOP_CMA_ES,1,5,26,5000,20365834
BIPOP_CMA_ES,1,5,27,5000,20365835
BIPOP_CMA_ES,1,5,28,5000,20365836
BIPOP_CMA_ES,1,5,29,5000,20365837
BIPOP_CMA_ES,1,5,30,5000,20365838
BIPOP_CMA_ES,2,5,21,5000,20465829
BIPOP_CMA_ES,2,5,22,5000,20465830
BIPOP_CMA_ES,2,5,23,5000,20465831
BIPOP_CMA_ES,2,5,24,5000,20465832
BIPOP_CMA_ES,2,5,25,5000,20465833
BIPOP_CMA_ES,2,5,26,5000,20465834
BIPOP_CMA_ES,2,5,27,5000,20465835
BIPOP_CMA_ES,2,5,28,5000,20465836
BIPOP_CMA_ES,2,5,29,5000,20465837
BIPOP_CMA_ES,2,5,30,5000,20465838
BIPOP_CMA_ES,3,5,21,5000,20565829
BIPOP_CMA_ES,3,5,22,5000,20565830
BIPOP_CMA_ES,3,5,23,5000,20565831
BIPOP_CMA_ES,3,5,24,5000,20565832
BIPOP_CMA_ES,3,5,25,5000,20565833
BIPOP_CMA_ES,3,5,26,5000,20565834
BIPOP_CMA_ES,3,5,27,5000,20565835
BIPOP_CMA_ES,3,5,28,5000,20565836
BIPOP_CMA_ES,3,5,29,5000,20565837
BIPOP_CMA_ES,3,5,30,5000,20565838
BIPOP_CMA_ES,4,5,21,5000,20665829
BIPOP_CMA_ES,4,5,22,5000,20665830
BIPOP_CMA_ES,4,5,23,5000,20665831
BIPOP_CMA_ES,4,5,24,5000,20665832
BIPOP_CMA_ES,4,5,25,5000,20665833
BIPOP_CMA_ES,4,5,26,5000,20665834
BIPOP_CMA_ES,4,5,27,5000,20665835
BIPOP_CMA_ES,4,5,28,5000,20665836
BIPOP_CMA_ES,4,5,29,5000,20665837
BIPOP_CMA_ES,4,5,30,5000,20665838
BIPOP_CMA_ES,5,5,21,5000,20765829
BIPOP_CMA_ES,5,5,22,5000,20765830
BIPOP_CMA_ES,5,5,23,5000,20765831
BIPOP_CMA_ES,5,5,24,5000,20765832
BIPOP_CMA_ES,5,5,25,5000,20765833
BIPOP_CMA_ES,5,5,26,5000,20765834
BIPOP_CMA_ES,5,5,27,5000,20765835
BIPOP_CMA_ES,5,5,28,5000,20765836
BIPOP_CMA_ES,5,5,29,5000,20765837
BIPOP_CMA_ES,5,5,30,5000,20765838
BIPOP_CMA_ES,6,5,21,5000,20865829
BIPOP_CMA_ES,6,5,22,5000,20865830
BIPOP_CMA_ES,6,5,23,5000,20865831
BIPOP_CMA_ES,6,5,24,5000,20865832
BIPOP_CMA_ES,6,5,25,5000,20865833
BIPOP_CMA_ES,6,5,26,5000,20865834
BIPOP_CMA_ES,6,5,27,5000,20865835
BIPOP_CMA_ES,6,5,28,5000,20865836
BIPOP_CMA_ES,6,5,29,5000,20865837
BIPOP_CMA_ES,6,5,30,5000,20865838
BIPOP_CMA_ES,7,5,21,5000,20965829
BIPOP_CMA_ES,7,5,22,5000,20965830
BIPOP_CMA_ES,7,5,23,5000,20965831
BIPOP_CMA_ES,7,5,24,5000,20965832
BIPOP_CMA_ES,7,5,25,5000,20965833
BIPOP_CMA_ES,7,5,26,5000,20965834
BIPOP_CMA_ES,7,5,27,5000,20965835
BIPOP_CMA_ES,7,5,28,5000,20965836
BIPOP_CMA_ES,7,5,29,5000,20965837
BIPOP_CMA_ES,7,5,30,5000,20965838
BIPOP_CMA_ES,8,5,21,5000,21065829
BIPOP_CMA_ES,8,5,22,5000,21065830
BIPOP_CMA_ES,8,5,23,5000,21065831
BIPOP_CMA_ES,8,5,24,5000,21065832
BIPOP_CMA_ES,8,5,25,5000,21065833
BIPOP_CMA_ES,8,5,26,5000,21065834
BIPOP_CMA_ES,8,5,27,5000,21065835
BIPOP_CMA_ES,8,5,28,5000,21065836
BIPOP_CMA_ES,8,5,29,5000,21065837
BIPOP_CMA_ES,8,5,30,5000,21065838
BIPOP_CMA_ES,9,5,21,5000,21165829
BIPOP_CMA_ES,9,5,22,5000,21165830
BIPOP_CMA_ES,9,5,23,5000,21165831
BIPOP_CMA_ES,9,5,24,5000,21165832
BIPOP_CMA_ES,9,5,25,5000,21165833
BIPOP_CMA_ES,9,5,26,5000,21165834
BIPOP_CMA_ES,9,5,27,5000,21165835
BIPOP_CMA_ES,9,5,28,5000,21165836
BIPOP_CMA_ES,9,5,29,5000,21165837
BIPOP_CMA_ES,9,5,30,5000,21165838
BIPOP_CMA_ES,10,5,21,5000,21265829
BIPOP_CMA_ES,10,5,22,5000,21265830
BIPOP_CMA_ES,10,5,23,5000,21265831
BIPOP_CMA_ES,10,5,24,5000,21265832
BIPOP_CMA_ES,10,5,25,5000,21265833
BIPOP_CMA_ES,10,5,26,5000,21265834
BIPOP_CMA_ES,10,5,27,5000,21265835
BIPOP_CMA_ES,10,5,28,5000,21265836
BIPOP_CMA_ES,10,5,29,5000,21265837
BIPOP_CMA_ES,10,5,30,5000,21265838
BIPOP_CMA_ES,11,5,21,5000,21365829
BIPOP_CMA_ES,11,5,22,5000,21365830
BIPOP_CMA_ES,11,5,23,5000,21365831
BIPOP_CMA_ES,11,5,24,5000,21365832
BIPOP_CMA_ES,11,5,25,5000,21365833
BIPOP_CMA_ES,11,5,26,5000,21365834
BIPOP_CMA_ES,11,5,27,5000,21365835
BIPOP_CMA_ES,11,5,28,5000,21365836
BIPOP_CMA_ES,11,5,29,5000,21365837
BIPOP_CMA_ES,11,5,30,5000,21365838
BIPOP_CMA_ES,12,5,21,5000,21465829
BIPOP_CMA_ES,12,5,22,5000,21465830
BIPOP_CMA_ES,12,5,23,5000,21465831
BIPOP_CMA_ES,12,5,24,5000,21465832
BIPOP_CMA_ES,12,5,25,5000,21465833
BIPOP_CMA_ES,12,5,26,5000,21465834
BIPOP_CMA_ES,12,5,27,5000,21465835
BIPOP_CMA_ES,12,5,28,5000,21465836
BIPOP_CMA_ES,12,5,29,5000,21465837
BIPOP_CMA_ES,12,5,30,5000,21465838
BIPOP_CMA_ES,13,5,21,5000,21565829
BIPOP_CMA_ES,13,5,22,5000,21565830
BIPOP_CMA_ES,13,5,23,5000,21565831
BIPOP_CMA_ES,13,5,24,5000,21565832
BIPOP_CMA_ES,13,5,25,5000,21565833
BIPOP_CMA_ES,13,5,26,5000,21565834
BIPOP_CMA_ES,13,5,27,5000,21565835
BIPOP_CMA_ES,13,5,28,5000,21565836
BIPOP_CMA_ES,13,5,29,5000,21565837
BIPOP_CMA_ES,13,5,30,5000,21565838
BIPOP_CMA_ES,14,5,21,5000,21665829
BIPOP_CMA_ES,14,5,22,5000,21665830
BIPOP_CMA_ES,14,5,23,5000,21665831
BIPOP_CMA_ES,14,5,24,5000,21665832
BIPOP_CMA_ES,14,5,25,5000,21665833
BIPOP_CMA_ES,14,5,26,5000,21665834
BIPOP_CMA_ES,14,5,27,5000,21665835
BIPOP_CMA_ES,14,5,28,5000,21665836
BIPOP_CMA_ES,14,5,29,5000,21665837
BIPOP_CMA_ES,14,5,30,5000,21665838
BIPOP_CMA_ES,15,5,21,5000,21765829
BIPOP_CMA_ES,15,5,22,5000,21765830
BIPOP_CMA_ES,15,5,23,5000,21765831
BIPOP_CMA_ES,15,5,24,5000,21765832
BIPOP_CMA_ES,15,5,25,5000,21765833
BIPOP_CMA_ES,15,5,26,5000,21765834
BIPOP_CMA_ES,15,5,27,5000,21765835
BIPOP_CMA_ES,15,5,28,5000,21765836
BIPOP_CMA_ES,15,5,29,5000,21765837
BIPOP_CMA_ES,15,5,30,5000,21765838
BIPOP_CMA_ES,16,5,21,5000,21865829
BIPOP_CMA_ES,16,5,22,5000,21865830
BIPOP_CMA_ES,16,5,23,5000,21865831
BIPOP_CMA_ES,16,5,24,5000,21865832
BIPOP_CMA_ES,16,5,25,5000,21865833
BIPOP_CMA_ES,16,5,26,5000,21865834
BIPOP_CMA_ES,16,5,27,5000,21865835
BIPOP_CMA_ES,16,5,28,5000,21865836
BIPOP_CMA_ES,16,5,29,5000,21865837
BIPOP_CMA_ES,16,5,30,5000,21865838
BIPOP_CMA_ES,17,5,21,5000,21965829
BIPOP_CMA_ES,17,5,22,5000,21965830
BIPOP_CMA_ES,17,5,23,5000,21965831
BIPOP_CMA_ES,17,5,24,5000,21965832
BIPOP_CMA_ES,17,5,25,5000,21965833
BIPOP_CMA_ES,17,5,26,5000,21965834
BIPOP_CMA_ES,17,5,27,5000,21965835
BIPOP_CMA_ES,17,5,28,5000,21965836
BIPOP_CMA_ES,17,5,29,5000,21965837
BIPOP_CMA_ES,17,5,30,5000,21965838
BIPOP_CMA_ES,18,5,21,5000,22065829
BIPOP_CMA_ES,18,5,22,5000,22065830
BIPOP_CMA_ES,18,5,23,5000,22065831
BIPOP_CMA_ES,18,5,24,5000,22065832
BIPOP_CMA_ES,18,5,25,5000,22065833
BIPOP_CMA_ES,18,5,26,5000,22065834
BIPOP_CMA_ES,18,5,27,5000,22065835
BIPOP_CMA_ES,18,5,28,5000,22065836
BIPOP_CMA_ES,18,5,29,5000,22065837
BIPOP_CMA_ES,18,5,30,5000,22065838
BIPOP_CMA_ES,19,5,21,5000,22165829
BIPOP_CMA_ES,19,5,22,5000,22165830
BIPOP_CMA_ES,19,5,23,5000,22165831
BIPOP_CMA_ES,19,5,24,5000,22165832
BIPOP_CMA_ES,19,5,25,5000,22165833
BIPOP_CMA_ES,19,5,26,5000,22165834
BIPOP_CMA_ES,19,5,27,5000,22165835
BIPOP_CMA_ES,19,5,28,5000,22165836
BIPOP_CMA_ES,19,5,29,5000,22165837
BIPOP_CMA_ES,19,5,30,5000,22165838
BIPOP_CMA_ES,20,5,21,5000,22265829
BIPOP_CMA_ES,20,5,22,5000,22265830
BIPOP_CMA_ES,20,5,23,5000,22265831
BIPOP_CMA_ES,20,5,24,5000,22265832
BIPOP_CMA_ES,20,5,25,5000,22265833
BIPOP_CMA_ES,20,5,26,5000,22265834
BIPOP_CMA_ES,20,5,27,5000,22265835
BIPOP_CMA_ES,20,5,28,5000,22265836
BIPOP_CMA_ES,20,5,29,5000,22265837
BIPOP_CMA_ES,20,5,30,5000,22265838
BIPOP_CMA_ES,21,5,21,5000,22365829
BIPOP_CMA_ES,21,5,22,5000,22365830
BIPOP_CMA_ES,21,5,23,5000,22365831
BIPOP_CMA_ES,21,5,24,5000,22365832
BIPOP_CMA_ES,21,5,25,5000,22365833
BIPOP_CMA_ES,21,5,26,5000,22365834
BIPOP_CMA_ES,21,5,27,5000,22365835
BIPOP_CMA_ES,21,5,28,5000,22365836
BIPOP_CMA_ES,21,5,29,5000,22365837
BIPOP_CMA_ES,21,5,30,5000,22365838
BIPOP_CMA_ES,22,5,21,5000,22465829
BIPOP_CMA_ES,22,5,22,5000,22465830
BIPOP_CMA_ES,22,5,23,5000,22465831
BIPOP_CMA_ES,22,5,24,5000,22465832
BIPOP_CMA_ES,22,5,25,5000,22465833
BIPOP_CMA_ES,22,5,26,5000,22465834
BIPOP_CMA_ES,22,5,27,5000,22465835
BIPOP_CMA_ES,22,5,28,5000,22465836
BIPOP_CMA_ES,22,5,29,5000,22465837
BIPOP_CMA_ES,22,5,30,5000,22465838
BIPOP_CMA_ES,23,5,21,5000,22565829
BIPOP_CMA_ES,23,5,22,5000,22565830
BIPOP_CMA_ES,23,5,23,5000,22565831
BIPOP_CMA_ES,23,5,24,5000,22565832
BIPOP_CMA_ES,23,5,25,5000,22565833
BIPOP_CMA_ES,23,5,26,5000,22565834
BIPOP_CMA_ES,23,5,27,5000,22565835
BIPOP_CMA_ES,23,5,28,5000,22565836
BIPOP_CMA_ES,23,5,29,5000,22565837
BIPOP_CMA_ES,23,5,30,5000,22565838
BIPOP_CMA_ES,24,5,21,5000,22665829
BIPOP_CMA_ES,24,5,22,5000,22665830
BIPOP_CMA_ES,24,5,23,5000,22665831
BIPOP_CMA_ES,24,5,24,5000,22665832
BIPOP_CMA_ES,24,5,25,5000,22665833
BIPOP_CMA_ES,24,5,26,5000,22665834
BIPOP_CMA_ES,24,5,27,5000,22665835
BIPOP_CMA_ES,24,5,28,5000,22665836
BIPOP_CMA_ES,24,5,29,5000,22665837
BIPOP_CMA_ES,24,5,30,5000,22665838
BIPOP_CMA_ES,1,20,21,20000,20380829
BIPOP_CMA_ES,1,20,22,20000,20380830
BIPOP_CMA_ES,1,20,23,20000,20380831
BIPOP_CMA_ES,1,20,24,20000,20380832
BIPOP_CMA_ES,1,20,25,20000,20380833
BIPOP_CMA_ES,1,20,26,20000,20380834
BIPOP_CMA_ES,1,20,27,20000,20380835
BIPOP_CMA_ES,1,20,28,20000,20380836
BIPOP_CMA_ES,1,20,29,20000,20380837
BIPOP_CMA_ES,1,20,30,20000,20380838
BIPOP_CMA_ES,2,20,21,20000,20480829
BIPOP_CMA_ES,2,20,22,20000,20480830
BIPOP_CMA_ES,2,20,23,20000,20480831
BIPOP_CMA_ES,2,20,24,20000,20480832
BIPOP_CMA_ES,2,20,25,20000,20480833
BIPOP_CMA_ES,2,20,26,20000,20480834
BIPOP_CMA_ES,2,20,27,20000,20480835
BIPOP_CMA_ES,2,20,28,20000,20480836
BIPOP_CMA_ES,2,20,29,20000,20480837
BIPOP_CMA_ES,2,20,30,20000,20480838
BIPOP_CMA_ES,3,20,21,20000,20580829
BIPOP_CMA_ES,3,20,22,20000,20580830
BIPOP_CMA_ES,3,20,23,20000,20580831
BIPOP_CMA_ES,3,20,24,20000,20580832
BIPOP_CMA_ES,3,20,25,20000,20580833
BIPOP_CMA_ES,3,20,26,20000,20580834
BIPOP_CMA_ES,3,20,27,20000,20580835
BIPOP_CMA_ES,3,20,28,20000,20580836
BIPOP_CMA_ES,3,20,29,20000,20580837
BIPOP_CMA_ES,3,20,30,20000,20580838
BIPOP_CMA_ES,4,20,21,20000,20680829
BIPOP_CMA_ES,4,20,22,20000,20680830
BIPOP_CMA_ES,4,20,23,20000,20680831
BIPOP_CMA_ES,4,20,24,20000,20680832
BIPOP_CMA_ES,4,20,25,20000,20680833
BIPOP_CMA_ES,4,20,26,20000,20680834
BIPOP_CMA_ES,4,20,27,20000,20680835
BIPOP_CMA_ES,4,20,28,20000,20680836
BIPOP_CMA_ES,4,20,29,20000,20680837
BIPOP_CMA_ES,4,20,30,20000,20680838
BIPOP_CMA_ES,5,20,21,20000,20780829
BIPOP_CMA_ES,5,20,22,20000,20780830
BIPOP_CMA_ES,5,20,23,20000,20780831
BIPOP_CMA_ES,5,20,24,20000,20780832
BIPOP_CMA_ES,5,20,25,20000,20780833
BIPOP_CMA_ES,5,20,26,20000,20780834
BIPOP_CMA_ES,5,20,27,20000,20780835
BIPOP_CMA_ES,5,20,28,20000,20780836
BIPOP_CMA_ES,5,20,29,20000,20780837
BIPOP_CMA_ES,5,20,30,20000,20780838
BIPOP_CMA_ES,6,20,21,20000,20880829
BIPOP_CMA_ES,6,20,22,20000,20880830
BIPOP_CMA_ES,6,20,23,20000,20880831
BIPOP_CMA_ES,6,20,24,20000,20880832
BIPOP_CMA_ES,6,20,25,20000,20880833
BIPOP_CMA_ES,6,20,26,20000,20880834
BIPOP_CMA_ES,6,20,27,20000,20880835
BIPOP_CMA_ES,6,20,28,20000,20880836
BIPOP_CMA_ES,6,20,29,20000,20880837
BIPOP_CMA_ES,6,20,30,20000,20880838
BIPOP_CMA_ES,7,20,21,20000,20980829
BIPOP_CMA_ES,7,20,22,20000,20980830
BIPOP_CMA_ES,7,20,23,20000,20980831
BIPOP_CMA_ES,7,20,24,20000,20980832
BIPOP_CMA_ES,7,20,25,20000,20980833
BIPOP_CMA_ES,7,20,26,20000,20980834
BIPOP_CMA_ES,7,20,27,20000,20980835
BIPOP_CMA_ES,7,20,28,20000,20980836
BIPOP_CMA_ES,7,20,29,20000,20980837
BIPOP_CMA_ES,7,20,30,20000,20980838
BIPOP_CMA_ES,8,20,21,20000,21080829
BIPOP_CMA_ES,8,20,22,20000,21080830
BIPOP_CMA_ES,8,20,23,20000,21080831
BIPOP_CMA_ES,8,20,24,20000,21080832
BIPOP_CMA_ES,8,20,25,20000,21080833
BIPOP_CMA_ES,8,20,26,20000,21080834
BIPOP_CMA_ES,8,20,27,20000,21080835
BIPOP_CMA_ES,8,20,28,20000,21080836
BIPOP_CMA_ES,8,20,29,20000,21080837
BIPOP_CMA_ES,8,20,30,20000,21080838
BIPOP_CMA_ES,9,20,21,20000,21180829
BIPOP_CMA_ES,9,20,22,20000,21180830
BIPOP_CMA_ES,9,20,23,20000,21180831
BIPOP_CMA_ES,9,20,24,20000,21180832
BIPOP_CMA_ES,9,20,25,20000,21180833
BIPOP_CMA_ES,9,20,26,20000,21180834
BIPOP_CMA_ES,9,20,27,20000,21180835
BIPOP_CMA_ES,9,20,28,20000,21180836
BIPOP_CMA_ES,9,20,29,20000,21180837
BIPOP_CMA_ES,9,20,30,20000,21180838
BIPOP_CMA_ES,10,20,21,20000,21280829
BIPOP_CMA_ES,10,20,22,20000,21280830
BIPOP_CMA_ES,10,20,23,20000,21280831
BIPOP_CMA_ES,10,20,24,20000,21280832
BIPOP_CMA_ES,10,20,25,20000,21280833
